itr.,error,수정전Date&Time,년,월,일,시각,시간,Date&Time,수위(m),유량(㎥/sec),해발표고,경주ASOS,토함산AWS,Unnamed: 14,시작,45852.375,끝,45994.958333333336,Unnamed: 19,142.58333333333576,28.516666666667152
1002,03:00:00,2025-08-25,2025,8,25,3,2025-08-25 03,2025-08-25 03:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
1003,04:00:00,2025-08-25,2025,8,25,4,2025-08-25 04,2025-08-25 04:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
1004,05:00:00,2025-08-25,2025,8,25,5,2025-08-25 05,2025-08-25 05:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
1005,06:00:00,2025-08-25,2025,8,25,6,2025-08-25 06,2025-08-25 06:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
1006,07:00:00,2025-08-25,2025,8,25,7,2025-08-25 07,2025-08-25 07:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
1007,08:00:00,2025-08-25,2025,8,25,8,2025-08-25 08,2025-08-25 08:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
1008,09:00:00,2025-08-25,2025,8,25,9,2025-08-25 09,2025-08-25 09:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
1009,10:00:00,2025-08-25,2025,8,25,10,2025-08-25 10,2025-08-25 10:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
1010,11:00:00,2025-08-25,2025,8,25,11,2025-08-25 11,2025-08-25 11:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
1011,12:00:00,2025-08-25,2025,8,25,12,2025-08-25 12,2025-08-25 12:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
1012,13:00:00,2025-08-25,2025,8,25,13,2025-08-25 13,2025-08-25 13:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
1013,14:00:00,2025-08-25,2025,8,25,14,2025-08-25 14,2025-08-25 14:00:00,2.95,0.877,7.69,,0.0,,,,,,,,
1014,15:00:00,2025-08-25,2025,8,25,15,2025-08-25 15,2025-08-25 15:00:00,2.95,0.877,7.69,,0.0,,,,,,,,
1015,16:00:00,2025-08-25,2025,8,25,16,2025-08-25 16,2025-08-25 16:00:00,2.95,0.877,7.69,,0.0,,,,,,,,
1016,17:00:00,2025-08-25,2025,8,25,17,2025-08-25 17,2025-08-25 17:00:00,2.95,0.877,7.69,,0.0,,,,,,,,
1017,18:00:00,2025-08-25,2025,8,25,18,2025-08-25 18,2025-08-25 18:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
1018,19:00:00,2025-08-25,2025,8,25,19,2025-08-25 19,2025-08-25 19:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
1019,20:00:00,2025-08-25,2025,8,25,20,2025-08-25 20,2025-08-25 20:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
1020,21:00:00,2025-08-25,2025,8,25,21,2025-08-25 21,2025-08-25 21:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
1021,22:00:00,2025-08-25,2025,8,25,22,2025-08-25 22,2025-08-25 22:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
1022,23:00:00,2025-08-25,2025,8,25,23,2025-08-25 23,2025-08-25 23:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
1023,00:00:00,2025-08-26,2025,8,26,0,2025-08-26 00,2025-08-26 00:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
1024,01:00:00,2025-08-26,2025,8,26,1,2025-08-26 01,2025-08-26 01:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
1025,02:00:00,2025-08-26,2025,8,26,2,2025-08-26 02,2025-08-26 02:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
1026,03:00:00,2025-08-26,2025,8,26,3,2025-08-26 03,2025-08-26 03:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
1027,04:00:00,2025-08-26,2025,8,26,4,2025-08-26 04,2025-08-26 04:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
1028,05:00:00,2025-08-26,2025,8,26,5,2025-08-26 05,2025-08-26 05:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
1029,06:00:00,2025-08-26,2025,8,26,6,2025-08-26 06,2025-08-26 06:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
1030,07:00:00,2025-08-26,2025,8,26,7,2025-08-26 07,2025-08-26 07:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
1031,08:00:00,2025-08-26,2025,8,26,8,2025-08-26 08,2025-08-26 08:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
1032,09:00:00,2025-08-26,2025,8,26,9,2025-08-26 09,2025-08-26 09:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
1033,10:00:00,2025-08-26,2025,8,26,10,2025-08-26 10,2025-08-26 10:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
1034,11:00:00,2025-08-26,2025,8,26,11,2025-08-26 11,2025-08-26 11:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
1035,12:00:00,2025-08-26,2025,8,26,12,2025-08-26 12,2025-08-26 12:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
1036,13:00:00,2025-08-26,2025,8,26,13,2025-08-26 13,2025-08-26 13:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
1037,14:00:00,2025-08-26,2025,8,26,14,2025-08-26 14,2025-08-26 14:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
1038,15:00:00,2025-08-26,2025,8,26,15,2025-08-26 15,2025-08-26 15:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
1039,16:00:00,2025-08-26,2025,8,26,16,2025-08-26 16,2025-08-26 16:00:00,2.95,0.877,7.69,0.0,0.0,,,,,,,,
1040,17:00:00,2025-08-26,2025,8,26,17,2025-08-26 17,2025-08-26 17:00:00,2.95,0.877,7.69,,0.0,,,,,,,,
1041,18:00:00,2025-08-26,2025,8,26,18,2025-08-26 18,2025-08-26 18:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
1042,19:00:00,2025-08-26,2025,8,26,19,2025-08-26 19,2025-08-26 19:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
1043,20:00:00,2025-08-26,2025,8,26,20,2025-08-26 20,2025-08-26 20:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
1044,21:00:00,2025-08-26,2025,8,26,21,2025-08-26 21,2025-08-26 21:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
1045,22:00:00,2025-08-26,2025,8,26,22,2025-08-26 22,2025-08-26 22:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
1046,23:00:00,2025-08-26,2025,8,26,23,2025-08-26 23,2025-08-26 23:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
1047,00:00:00,2025-08-27,2025,8,27,0,2025-08-27 00,2025-08-27 00:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
1048,01:00:00,2025-08-27,2025,8,27,1,2025-08-27 01,2025-08-27 01:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
1049,02:00:00,2025-08-27,2025,8,27,2,2025-08-27 02,2025-08-27 02:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
1050,03:00:00,2025-08-27,2025,8,27,3,2025-08-27 03,2025-08-27 03:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
1051,04:00:00,2025-08-27,2025,8,27,4,2025-08-27 04,2025-08-27 04:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
1052,05:00:00,2025-08-27,2025,8,27,5,2025-08-27 05,2025-08-27 05:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
1053,06:00:00,2025-08-27,2025,8,27,6,2025-08-27 06,2025-08-27 06:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
1054,07:00:00,2025-08-27,2025,8,27,7,2025-08-27 07,2025-08-27 07:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
1055,08:00:00,2025-08-27,2025,8,27,8,2025-08-27 08,2025-08-27 08:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
1056,09:00:00,2025-08-27,2025,8,27,9,2025-08-27 09,2025-08-27 09:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
1057,10:00:00,2025-08-27,2025,8,27,10,2025-08-27 10,2025-08-27 10:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
1058,11:00:00,2025-08-27,2025,8,27,11,2025-08-27 11,2025-08-27 11:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
1059,12:00:00,2025-08-27,2025,8,27,12,2025-08-27 12,2025-08-27 12:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
1060,13:00:00,2025-08-27,2025,8,27,13,2025-08-27 13,2025-08-27 13:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
1061,14:00:00,2025-08-27,2025,8,27,14,2025-08-27 14,2025-08-27 14:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
1062,15:00:00,2025-08-27,2025,8,27,15,2025-08-27 15,2025-08-27 15:00:00,2.95,0.877,7.69,,0.0,,,,,,,,
1063,16:00:00,2025-08-27,2025,8,27,16,2025-08-27 16,2025-08-27 16:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
1064,17:00:00,2025-08-27,2025,8,27,17,2025-08-27 17,2025-08-27 17:00:00,2.93,0.818,7.67,,0.0,,,,,,,,
1065,18:00:00,2025-08-27,2025,8,27,18,2025-08-27 18,2025-08-27 18:00:00,2.93,0.818,7.67,,0.0,,,,,,,,
1066,19:00:00,2025-08-27,2025,8,27,19,2025-08-27 19,2025-08-27 19:00:00,2.93,0.818,7.67,,0.0,,,,,,,,
1067,20:00:00,2025-08-27,2025,8,27,20,2025-08-27 20,2025-08-27 20:00:00,2.93,0.818,7.67,,0.0,,,,,,,,
1068,21:00:00,2025-08-27,2025,8,27,21,2025-08-27 21,2025-08-27 21:00:00,2.93,0.818,7.67,,0.0,,,,,,,,
1069,22:00:00,2025-08-27,2025,8,27,22,2025-08-27 22,2025-08-27 22:00:00,2.93,0.818,7.67,,0.0,,,,,,,,
1070,23:00:00,2025-08-27,2025,8,27,23,2025-08-27 23,2025-08-27 23:00:00,2.93,0.818,7.67,,0.0,,,,,,,,
1071,00:00:00,2025-08-28,2025,8,28,0,2025-08-28 00,2025-08-28 00:00:00,2.93,0.818,7.67,,0.0,,,,,,,,
1072,01:00:00,2025-08-28,2025,8,28,1,2025-08-28 01,2025-08-28 01:00:00,2.93,0.818,7.67,,0.0,,,,,,,,
1073,02:00:00,2025-08-28,2025,8,28,2,2025-08-28 02,2025-08-28 02:00:00,2.93,0.818,7.67,,0.0,,,,,,,,
1074,03:00:00,2025-08-28,2025,8,28,3,2025-08-28 03,2025-08-28 03:00:00,2.93,0.818,7.67,,0.0,,,,,,,,
1075,04:00:00,2025-08-28,2025,8,28,4,2025-08-28 04,2025-08-28 04:00:00,2.93,0.818,7.67,,0.0,,,,,,,,
1076,05:00:00,2025-08-28,2025,8,28,5,2025-08-28 05,2025-08-28 05:00:00,2.93,0.818,7.67,,0.0,,,,,,,,
1077,06:00:00,2025-08-28,2025,8,28,6,2025-08-28 06,2025-08-28 06:00:00,2.93,0.818,7.67,,0.0,,,,,,,,
1078,07:00:00,2025-08-28,2025,8,28,7,2025-08-28 07,2025-08-28 07:00:00,2.93,0.818,7.67,,0.0,,,,,,,,
1079,08:00:00,2025-08-28,2025,8,28,8,2025-08-28 08,2025-08-28 08:00:00,2.93,0.818,7.67,,0.0,,,,,,,,
1080,09:00:00,2025-08-28,2025,8,28,9,2025-08-28 09,2025-08-28 09:00:00,2.93,0.818,7.67,,0.0,,,,,,,,
1081,10:00:00,2025-08-28,2025,8,28,10,2025-08-28 10,2025-08-28 10:00:00,2.93,0.818,7.67,,0.0,,,,,,,,
1082,11:00:00,2025-08-28,2025,8,28,11,2025-08-28 11,2025-08-28 11:00:00,2.93,0.818,7.67,,0.0,,,,,,,,
1083,12:00:00,2025-08-28,2025,8,28,12,2025-08-28 12,2025-08-28 12:00:00,2.93,0.818,7.67,,0.0,,,,,,,,
1084,13:00:00,2025-08-28,2025,8,28,13,2025-08-28 13,2025-08-28 13:00:00,2.93,0.818,7.67,,0.0,,,,,,,,
1085,14:00:00,2025-08-28,2025,8,28,14,2025-08-28 14,2025-08-28 14:00:00,2.93,0.818,7.67,,0.0,,,,,,,,
1086,15:00:00,2025-08-28,2025,8,28,15,2025-08-28 15,2025-08-28 15:00:00,2.93,0.818,7.67,,0.0,,,,,,,,
1087,16:00:00,2025-08-28,2025,8,28,16,2025-08-28 16,2025-08-28 16:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
1088,17:00:00,2025-08-28,2025,8,28,17,2025-08-28 17,2025-08-28 17:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
1089,18:00:00,2025-08-28,2025,8,28,18,2025-08-28 18,2025-08-28 18:00:00,2.93,0.818,7.67,,0.0,,,,,,,,
1090,19:00:00,2025-08-28,2025,8,28,19,2025-08-28 19,2025-08-28 19:00:00,2.93,0.818,7.67,,0.0,,,,,,,,
1091,20:00:00,2025-08-28,2025,8,28,20,2025-08-28 20,2025-08-28 20:00:00,2.93,0.818,7.67,,0.0,,,,,,,,
1092,21:00:00,2025-08-28,2025,8,28,21,2025-08-28 21,2025-08-28 21:00:00,2.93,0.818,7.67,,0.0,,,,,,,,
1093,22:00:00,2025-08-28,2025,8,28,22,2025-08-28 22,2025-08-28 22:00:00,2.93,0.818,7.67,,0.0,,,,,,,,
1094,23:00:00,2025-08-28,2025,8,28,23,2025-08-28 23,2025-08-28 23:00:00,2.93,0.818,7.67,,0.0,,,,,,,,
1095,00:00:00,2025-08-29,2025,8,29,0,2025-08-29 00,2025-08-29 00:00:00,2.93,0.818,7.67,,0.0,,,,,,,,
1096,01:00:00,2025-08-29,2025,8,29,1,2025-08-29 01,2025-08-29 01:00:00,2.93,0.818,7.67,,0.0,,,,,,,,
1097,02:00:00,2025-08-29,2025,8,29,2,2025-08-29 02,2025-08-29 02:00:00,2.93,0.818,7.67,,0.0,,,,,,,,
1098,03:00:00,2025-08-29,2025,8,29,3,2025-08-29 03,2025-08-29 03:00:00,2.93,0.818,7.67,,0.0,,,,,,,,
1099,04:00:00,2025-08-29,2025,8,29,4,2025-08-29 04,2025-08-29 04:00:00,2.93,0.818,7.67,,0.0,,,,,,,,
1100,05:00:00,2025-08-29,2025,8,29,5,2025-08-29 05,2025-08-29 05:00:00,2.93,0.818,7.67,,0.0,,,,,,,,
1101,06:00:00,2025-08-29,2025,8,29,6,2025-08-29 06,2025-08-29 06:00:00,2.93,0.818,7.67,,0.0,,,,,,,,
1102,07:00:00,2025-08-29,2025,8,29,7,2025-08-29 07,2025-08-29 07:00:00,2.93,0.818,7.67,,0.0,,,,,,,,
1103,08:00:00,2025-08-29,2025,8,29,8,2025-08-29 08,2025-08-29 08:00:00,2.93,0.818,7.67,,0.0,,,,,,,,
1104,09:00:00,2025-08-29,2025,8,29,9,2025-08-29 09,2025-08-29 09:00:00,2.93,0.818,7.67,,0.0,,,,,,,,
1105,10:00:00,2025-08-29,2025,8,29,10,2025-08-29 10,2025-08-29 10:00:00,2.93,0.818,7.67,,0.0,,,,,,,,
1106,11:00:00,2025-08-29,2025,8,29,11,2025-08-29 11,2025-08-29 11:00:00,2.93,0.818,7.67,,0.0,,,,,,,,
1107,12:00:00,2025-08-29,2025,8,29,12,2025-08-29 12,2025-08-29 12:00:00,2.93,0.818,7.67,,0.0,,,,,,,,
1108,13:00:00,2025-08-29,2025,8,29,13,2025-08-29 13,2025-08-29 13:00:00,2.93,0.818,7.67,,0.0,,,,,,,,
1109,14:00:00,2025-08-29,2025,8,29,14,2025-08-29 14,2025-08-29 14:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
1110,15:00:00,2025-08-29,2025,8,29,15,2025-08-29 15,2025-08-29 15:00:00,2.94,0.847,7.68,,0.0,,,,,,,,
1111,16:00:00,2025-08-29,2025,8,29,16,2025-08-29 16,2025-08-29 16:00:00,2.93,0.818,7.67,,0.0,,,,,,,,
1112,17:00:00,2025-08-29,2025,8,29,17,2025-08-29 17,2025-08-29 17:00:00,2.93,0.818,7.67,,0.0,,,,,,,,
1113,18:00:00,2025-08-29,2025,8,29,18,2025-08-29 18,2025-08-29 18:00:00,2.93,0.818,7.67,,0.0,,,,,,,,
1114,19:00:00,2025-08-29,2025,8,29,19,2025-08-29 19,2025-08-29 19:00:00,2.93,0.818,7.67,,0.0,,,,,,,,
1115,20:00:00,2025-08-29,2025,8,29,20,2025-08-29 20,2025-08-29 20:00:00,2.93,0.818,7.67,,0.0,,,,,,,,
1116,21:00:00,2025-08-29,2025,8,29,21,2025-08-29 21,2025-08-29 21:00:00,2.93,0.818,7.67,,0.0,,,,,,,,
1117,22:00:00,2025-08-29,2025,8,29,22,2025-08-29 22,2025-08-29 22:00:00,2.93,0.818,7.67,,0.0,,,,,,,,
1118,23:00:00,2025-08-29,2025,8,29,23,2025-08-29 23,2025-08-29 23:00:00,2.93,0.818,7.67,,0.0,,,,,,,,
1119,00:00:00,2025-08-30,2025,8,30,0,2025-08-30 00,2025-08-30 00:00:00,2.93,0.818,7.67,,0.0,,,,,,,,
1120,01:00:00,2025-08-30,2025,8,30,1,2025-08-30 01,2025-08-30 01:00:00,2.93,0.818,7.67,,0.0,,,,,,,,
1121,02:00:00,2025-08-30,2025,8,30,2,2025-08-30 02,2025-08-30 02:00:00,2.93,0.818,7.67,,0.0,,,,,,,,
1122,03:00:00,2025-08-30,2025,8,30,3,2025-08-30 03,2025-08-30 03:00:00,2.93,0.818,7.67,,0.0,,,,,,,,
1123,04:00:00,2025-08-30,2025,8,30,4,2025-08-30 04,2025-08-30 04:00:00,2.93,0.818,7.67,,0.0,,,,,,,,
1124,05:00:00,2025-08-30,2025,8,30,5,2025-08-30 05,2025-08-30 05:00:00,2.93,0.818,7.67,,0.0,,,,,,,,
1125,06:00:00,2025-08-30,2025,8,30,6,2025-08-30 06,2025-08-30 06:00:00,2.93,0.818,7.67,,0.0,,,,,,,,
1126,07:00:00,2025-08-30,2025,8,30,7,2025-08-30 07,2025-08-30 07:00:00,2.93,0.818,7.67,,0.0,,,,,,,,
1127,08:00:00,2025-08-30,2025,8,30,8,2025-08-30 08,2025-08-30 08:00:00,2.93,0.818,7.67,,0.0,,,,,,,,
1128,09:00:00,2025-08-30,2025,8,30,9,2025-08-30 09,2025-08-30 09:00:00,2.93,0.818,7.67,,0.0,,,,,,,,
1129,10:00:00,2025-08-30,2025,8,30,10,2025-08-30 10,2025-08-30 10:00:00,2.93,0.818,7.67,,0.0,,,,,,,,
1130,11:00:00,2025-08-30,2025,8,30,11,2025-08-30 11,2025-08-30 11:00:00,2.92,0.788,7.66,,0.0,,,,,,,,
1131,12:00:00,2025-08-30,2025,8,30,12,2025-08-30 12,2025-08-30 12:00:00,2.92,0.788,7.66,,0.0,,,,,,,,
1132,13:00:00,2025-08-30,2025,8,30,13,2025-08-30 13,2025-08-30 13:00:00,2.92,0.788,7.66,,0.0,,,,,,,,
1133,14:00:00,2025-08-30,2025,8,30,14,2025-08-30 14,2025-08-30 14:00:00,2.92,0.788,7.66,,0.0,,,,,,,,
1134,15:00:00,2025-08-30,2025,8,30,15,2025-08-30 15,2025-08-30 15:00:00,2.92,0.788,7.66,,0.0,,,,,,,,
1135,16:00:00,2025-08-30,2025,8,30,16,2025-08-30 16,2025-08-30 16:00:00,2.92,0.788,7.66,,0.0,,,,,,,,
1136,17:00:00,2025-08-30,2025,8,30,17,2025-08-30 17,2025-08-30 17:00:00,2.91,0.759,7.65,,0.0,,,,,,,,
1137,18:00:00,2025-08-30,2025,8,30,18,2025-08-30 18,2025-08-30 18:00:00,2.91,0.759,7.65,,0.0,,,,,,,,
1138,19:00:00,2025-08-30,2025,8,30,19,2025-08-30 19,2025-08-30 19:00:00,2.91,0.759,7.65,,0.0,,,,,,,,
1139,20:00:00,2025-08-30,2025,8,30,20,2025-08-30 20,2025-08-30 20:00:00,2.91,0.759,7.65,,0.0,,,,,,,,
1140,21:00:00,2025-08-30,2025,8,30,21,2025-08-30 21,2025-08-30 21:00:00,2.91,0.759,7.65,,0.0,,,,,,,,
1141,22:00:00,2025-08-30,2025,8,30,22,2025-08-30 22,2025-08-30 22:00:00,2.91,0.759,7.65,,0.0,,,,,,,,
1142,23:00:00,2025-08-30,2025,8,30,23,2025-08-30 23,2025-08-30 23:00:00,2.91,0.759,7.65,,0.0,,,,,,,,
1143,00:00:00,2025-08-31,2025,8,31,0,2025-08-31 00,2025-08-31 00:00:00,2.91,0.759,7.65,,0.0,,,,,,,,
1144,01:00:00,2025-08-31,2025,8,31,1,2025-08-31 01,2025-08-31 01:00:00,2.91,0.759,7.65,,0.0,,,,,,,,
1145,02:00:00,2025-08-31,2025,8,31,2,2025-08-31 02,2025-08-31 02:00:00,2.91,0.759,7.65,,0.0,,,,,,,,
1146,03:00:00,2025-08-31,2025,8,31,3,2025-08-31 03,2025-08-31 03:00:00,2.91,0.759,7.65,,0.0,,,,,,,,
1147,04:00:00,2025-08-31,2025,8,31,4,2025-08-31 04,2025-08-31 04:00:00,2.91,0.759,7.65,,0.0,,,,,,,,
1148,05:00:00,2025-08-31,2025,8,31,5,2025-08-31 05,2025-08-31 05:00:00,2.91,0.759,7.65,,0.0,,,,,,,,
1149,06:00:00,2025-08-31,2025,8,31,6,2025-08-31 06,2025-08-31 06:00:00,2.91,0.759,7.65,,0.0,,,,,,,,
1150,07:00:00,2025-08-31,2025,8,31,7,2025-08-31 07,2025-08-31 07:00:00,2.91,0.759,7.65,,0.0,,,,,,,,
1151,08:00:00,2025-08-31,2025,8,31,8,2025-08-31 08,2025-08-31 08:00:00,2.91,0.759,7.65,,0.0,,,,,,,,
1152,09:00:00,2025-08-31,2025,8,31,9,2025-08-31 09,2025-08-31 09:00:00,2.91,0.759,7.65,,0.0,,,,,,,,
1153,10:00:00,2025-08-31,2025,8,31,10,2025-08-31 10,2025-08-31 10:00:00,2.91,0.759,7.65,,0.0,,,,,,,,
1154,11:00:00,2025-08-31,2025,8,31,11,2025-08-31 11,2025-08-31 11:00:00,2.91,0.759,7.65,,0.0,,,,,,,,
1155,12:00:00,2025-08-31,2025,8,31,12,2025-08-31 12,2025-08-31 12:00:00,2.91,0.759,7.65,,0.0,,,,,,,,
1156,13:00:00,2025-08-31,2025,8,31,13,2025-08-31 13,2025-08-31 13:00:00,2.91,0.759,7.65,0.0,0.0,,,,,,,,
1157,14:00:00,2025-08-31,2025,8,31,14,2025-08-31 14,2025-08-31 14:00:00,2.91,0.759,7.65,0.5,1.0,,,,,,,,
1158,15:00:00,2025-08-31,2025,8,31,15,2025-08-31 15,2025-08-31 15:00:00,2.91,0.759,7.65,0.4,0.0,,,,,,,,
1159,16:00:00,2025-08-31,2025,8,31,16,2025-08-31 16,2025-08-31 16:00:00,2.91,0.759,7.65,,0.0,,,,,,,,
1160,17:00:00,2025-08-31,2025,8,31,17,2025-08-31 17,2025-08-31 17:00:00,2.92,0.788,7.66,,0.0,,,,,,,,
1161,18:00:00,2025-08-31,2025,8,31,18,2025-08-31 18,2025-08-31 18:00:00,2.92,0.788,7.66,,0.0,,,,,,,,
1162,19:00:00,2025-08-31,2025,8,31,19,2025-08-31 19,2025-08-31 19:00:00,2.92,0.788,7.66,,0.0,,,,,,,,
1163,20:00:00,2025-08-31,2025,8,31,20,2025-08-31 20,2025-08-31 20:00:00,2.92,0.788,7.66,,0.0,,,,,,,,
1164,21:00:00,2025-08-31,2025,8,31,21,2025-08-31 21,2025-08-31 21:00:00,2.92,0.788,7.66,,0.0,,,,,,,,
1165,22:00:00,2025-08-31,2025,8,31,22,2025-08-31 22,2025-08-31 22:00:00,2.92,0.788,7.66,0.0,0.0,,,,,,,,
1166,23:00:00,2025-08-31,2025,8,31,23,2025-08-31 23,2025-08-31 23:00:00,2.92,0.788,7.66,0.0,0.0,,,,,,,,
1167,00:00:00,2025-09-01,2025,9,1,0,2025-09-01 00,2025-09-01 00:00:00,2.92,0.788,7.66,,0.0,,,,,,,,
1168,01:00:00,2025-09-01,2025,9,1,1,2025-09-01 01,2025-09-01 01:00:00,2.92,0.788,7.66,0.0,0.0,,,,,,,,
1169,02:00:00,2025-09-01,2025,9,1,2,2025-09-01 02,2025-09-01 02:00:00,2.92,0.788,7.66,0.0,0.0,,,,,,,,
1170,03:00:00,2025-09-01,2025,9,1,3,2025-09-01 03,2025-09-01 03:00:00,2.92,0.788,7.66,0.0,0.0,,,,,,,,
1171,04:00:00,2025-09-01,2025,9,1,4,2025-09-01 04,2025-09-01 04:00:00,2.92,0.788,7.66,0.0,0.0,,,,,,,,
1172,05:00:00,2025-09-01,2025,9,1,5,2025-09-01 05,2025-09-01 05:00:00,2.92,0.788,7.66,,0.0,,,,,,,,
1173,06:00:00,2025-09-01,2025,9,1,6,2025-09-01 06,2025-09-01 06:00:00,2.92,0.788,7.66,0.1,0.5,,,,,,,,
1174,07:00:00,2025-09-01,2025,9,1,7,2025-09-01 07,2025-09-01 07:00:00,2.92,0.788,7.66,0.0,0.0,,,,,,,,
1175,08:00:00,2025-09-01,2025,9,1,8,2025-09-01 08,2025-09-01 08:00:00,2.92,0.788,7.66,,0.0,,,,,,,,
1176,09:00:00,2025-09-01,2025,9,1,9,2025-09-01 09,2025-09-01 09:00:00,2.92,0.788,7.66,,0.0,,,,,,,,
1177,10:00:00,2025-09-01,2025,9,1,10,2025-09-01 10,2025-09-01 10:00:00,2.92,0.788,7.66,,0.0,,,,,,,,
1178,11:00:00,2025-09-01,2025,9,1,11,2025-09-01 11,2025-09-01 11:00:00,2.92,0.788,7.66,,0.0,,,,,,,,
1179,12:00:00,2025-09-01,2025,9,1,12,2025-09-01 12,2025-09-01 12:00:00,2.92,0.788,7.66,,0.0,,,,,,,,
1180,13:00:00,2025-09-01,2025,9,1,13,2025-09-01 13,2025-09-01 13:00:00,2.92,0.788,7.66,,0.0,,,,,,,,
1181,14:00:00,2025-09-01,2025,9,1,14,2025-09-01 14,2025-09-01 14:00:00,2.92,0.788,7.66,,0.0,,,,,,,,
1182,15:00:00,2025-09-01,2025,9,1,15,2025-09-01 15,2025-09-01 15:00:00,2.92,0.788,7.66,,0.0,,,,,,,,
1183,16:00:00,2025-09-01,2025,9,1,16,2025-09-01 16,2025-09-01 16:00:00,2.92,0.788,7.66,,0.0,,,,,,,,
1184,17:00:00,2025-09-01,2025,9,1,17,2025-09-01 17,2025-09-01 17:00:00,2.92,0.788,7.66,,0.0,,,,,,,,
1185,18:00:00,2025-09-01,2025,9,1,18,2025-09-01 18,2025-09-01 18:00:00,2.92,0.788,7.66,,0.0,,,,,,,,
1186,19:00:00,2025-09-01,2025,9,1,19,2025-09-01 19,2025-09-01 19:00:00,2.92,0.788,7.66,,0.0,,,,,,,,
1187,20:00:00,2025-09-01,2025,9,1,20,2025-09-01 20,2025-09-01 20:00:00,2.91,0.759,7.65,,0.0,,,,,,,,
1188,21:00:00,2025-09-01,2025,9,1,21,2025-09-01 21,2025-09-01 21:00:00,2.91,0.759,7.65,,0.0,,,,,,,,
1189,22:00:00,2025-09-01,2025,9,1,22,2025-09-01 22,2025-09-01 22:00:00,2.91,0.759,7.65,,0.0,,,,,,,,
1190,23:00:00,2025-09-01,2025,9,1,23,2025-09-01 23,2025-09-01 23:00:00,2.91,0.759,7.65,,0.0,,,,,,,,
1191,00:00:00,2025-09-02,2025,9,2,0,2025-09-02 00,2025-09-02 00:00:00,2.91,0.759,7.65,,0.0,,,,,,,,
1192,01:00:00,2025-09-02,2025,9,2,1,2025-09-02 01,2025-09-02 01:00:00,2.91,0.759,7.65,,0.0,,,,,,,,
1193,02:00:00,2025-09-02,2025,9,2,2,2025-09-02 02,2025-09-02 02:00:00,2.92,0.788,7.66,,0.0,,,,,,,,
